Event_Number,MJD,Begining_time_of_the_event_YYYY,MM,DD,hh,mm,ss.ssssss,Duratin[s],Radiant(Right_Ascension),Radiant(Declination),Radiant(Azimuth),Radiant(Zenith),Radiant(Azimuth)_uncorrected,Radiant(Zenith)_uncorrected,Zenith_angle_correction,Initial_velocity(observed)[km/s],Initial_velocity(geocentric)[km/s],RCS[dBsm]at_max_SNR,SNR_max[dB],Beginning_height[km],End height [km],Azimuth of meteor start point,Zenith of meteor start point,Azimuth of meteor end point,Zenith of meteor end point,Semimajor_axis_(AU),Eccentricity,Perihelion_dist_(AU),Lon_of_asc_node_(deg),Inclination_(deg),Argument_of_periapsis_(deg),Period [yr],Heliocentric velocity [km/s],Radiant (ecliptic longitude),Radiant (ecliptic latitude),Solar longitude,RA error,dec error,az error,ze error,velocity error,a error,e error,q error,i error,omega error,P error,heliocentric velocity error,radiant (ecliptic longitude),radiant (ecliptic latitude),Hammer X,Hammer Y,Time from perihelion [days]
1000053,58226.58765,2018,4,18,14,6,12.77944,0.27768,286.619198,38.175834,56.171295,70.990564,56.612037,68.249836,2.970053,29.709653,27.233167,-32.636035,11.417471,99.766165,96.747409,34.42284,1.491486,247.179199,3.165566,0.939626,0.068902,0.874883,28.24323,55.77233,4.46356,0.910819,28.54733,296.789781,60.076606,28.24323,2.984539,2.540346,2.189406,1.119774,1.385383,0.102049,0.067433,0.149283,3.566768,5.929256,0.149618,1.385383,2.984539,2.540346,0.017245,1.001176,161.618142
1000054,58226.58951,2018,4,18,14,8,53.5,0.30888,278.284514,20.690958,76.168107,73.160752,76.3377,70.799455,2.579746,32.478218,30.14229,-34.306261,12.314181,96.084246,92.899141,47.551584,2.816299,280.161285,3.473283,0.732736,0.440467,0.40999,28.245048,66.919979,339.236511,0.627223,23.471637,280.767103,43.818743,28.245048,1.694843,1.765036,1.553916,0.702315,1.132427,0.036067,0.059146,0.063824,3.254841,9.262199,0.046423,1.132427,1.694843,1.765036,0.240398,0.74815,-85.008858
1000055,58226.5898,2018,4,18,14,9,18.56608,0.2652,298.180615,33.662578,55.173168,80.763666,55.435298,79.536854,1.293353,48.556364,46.949667,-14.92387,27.016169,111.536417,109.190478,22.475616,3.033918,257.789172,4.428988,3.048302,0.683103,0.965996,28.245332,86.675868,155.012065,5.322148,38.23371,310.96905,53.165839,28.245332,0.404388,0.368951,0.338098,0.134421,0.581864,0.548359,0.054661,0.004194,0.895211,3.461903,1.457868,0.581864,0.404388,0.368951,-0.145696,0.895984,19.043576
1000056,58226.59029,2018,4,18,14,10,0.59248,0.12792,224.210443,29.091566,95.039413,25.236894,94.895341,25.066311,0.795477,32.157264,30.006518,15.561741,17.122867,102.750205,99.045669,110.786598,8.332202,112.82727,7.696828,22.603993,0.967487,0.734918,28.245808,35.588921,242.950493,107.467649,41.366515,210.276836,43.507331,28.245808,2.972647,3.289131,6.576943,1.617681,0.469302,95.025723,0.072624,0.041754,2.627699,12.965276,1089.773098,0.469302,2.972647,3.289131,1.157981,0.789503,-35.803827
1000057,58226.59123,2018,4,18,14,11,22.17424,0.41496,223.408337,29.560783,94.814959,24.138752,94.647894,23.816872,1.061813,27.411654,24.889157,-34.546929,15.140617,91.662697,81.679054,77.576025,2.142896,316.138816,1.065172,3.063846,0.752708,0.757666,28.246731,30.339588,244.631665,5.362909,38.252805,209.133762,43.66104,28.246731,0.911758,0.791647,1.45823,0.582467,0.122427,0.258241,0.018641,0.010506,0.637357,3.814835,0.680435,0.122427,0.911758,0.791647,1.169273,0.793407,-39.898348
1000058,58226.59353,2018,4,18,14,14,41.37376,0.22776,240.276572,50.158013,50.507907,35.196916,51.496048,33.913948,1.843473,25.423973,22.680668,-27.78325,18.52311,92.300841,87.549541,129.08492,1.809951,183.543,2.509205,2.161812,0.566635,0.936853,28.248985,35.952496,215.440265,3.178534,36.655315,212.847454,67.783531,28.248985,2.994839,1.677459,2.447864,1.571477,0.472017,0.419835,0.078232,0.012969,1.415402,7.365408,0.942089,0.472017,2.994839,1.677459,0.643291,1.158428,-27.305774
1000059,58226.59403,2018,4,18,14,15,24.28936,0.30888,219.799026,-10.69962,149.797257,50.623601,149.005737,49.164036,1.691329,31.986363,29.83503,-34.9485,14.190589,93.779647,87.435571,156.074676,2.687206,318.280613,1.911787,2.23607,0.84916,0.337288,28.249471,5.863144,296.498535,3.343705,36.838962,220.76856,4.578348,28.249471,0.408547,0.581139,0.243811,0.4944,0.319117,0.178914,0.010169,0.010261,0.733152,2.324752,0.402592,0.319117,0.408547,0.581139,1.32761,0.084689,-42.493924
1000060,58226.59519,2018,4,18,14,17,4.60672,0.468,207.777072,-7.862305,164.380421,43.93434,162.972156,41.276,2.862281,23.004577,20.062493,-21.638659,20.323975,99.435383,91.433195,114.810058,3.314036,36.333567,3.346604,1.769184,0.65888,0.603503,28.250605,2.262086,270.260249,2.353204,35.403529,208.605866,3.331316,28.250605,0.261651,0.303307,0.294937,0.221429,0.078143,0.035851,0.00547,0.004526,0.236601,1.308969,0.071538,0.078143,0.261651,0.303307,1.527119,0.062861,-48.941323
1000061,58226.59588,2018,4,18,14,18,4.15192,0.20904,235.690401,-7.40964,131.633528,55.746666,131.082063,54.253347,1.79131,32.895426,30.712429,-36.882461,10.032617,96.046043,91.81278,162.18026,2.147985,275.272333,1.975388,1.154312,0.838888,0.185973,28.25128,21.660419,321.820076,1.24018,31.446145,235.152793,11.973996,28.25128,1.290312,1.585627,0.1781,1.664797,1.390649,0.153179,0.029388,0.030915,2.962587,6.536521,0.249499,1.390649,1.290312,1.585627,1.073369,0.216734,-42.272822
1000062,58226.59643,2018,4,18,14,18,51.15472,0.16536,232.773987,-27.714269,147.126831,70.959535,146.602001,69.298513,1.776183,37.98818,36.126629,-13.243683,13.193966,124.094498,121.933582,314.423835,3.57804,319.540254,6.230868,1.407798,0.923762,0.107327,208.251812,23.20967,149.309835,1.670362,33.554713,237.221997,-8.414019,28.251812,1.049395,0.856115,0.810818,0.458418,0.624771,0.133573,0.009663,0.012483,2.642444,3.738202,0.238892,0.624771,1.049395,0.856115,1.048201,-0.152103,-36.612989
1000063,58226.59658,2018,4,18,14,19,4.87648,0.22152,244.436321,-6.867684,123.724137,60.854036,123.316223,59.375868,1.749424,35.030591,32.929776,-38.153086,6.835255,95.021179,91.196048,80.733992,2.584268,343.48003,2.829987,0.963101,0.880159,0.115419,28.251966,36.179755,332.951667,0.945165,28.943645,243.764578,14.271492,28.251966,1.795084,1.777461,1.725628,0.866838,0.911831,0.079185,0.020409,0.016055,5.426597,3.177386,0.117097,0.911831,1.795084,1.777461,0.923994,0.255567,-40.665045
1000064,58226.59682,2018,4,18,14,19,25.28128,0.32448,222.378679,-9.667216,147.411864,50.364815,146.711633,49.213751,1.375765,35.256226,33.293098,-37.746907,9.920165,100.594637,93.652317,143.026663,1.985082,329.232499,3.114498,3.017582,0.907044,0.280503,28.252197,9.784646,301.008405,5.241899,38.195197,222.888499,6.327358,28.252197,0.639586,0.644866,0.600049,0.443557,0.313114,0.413507,0.010448,0.011461,1.145648,2.951707,1.087014,0.313114,0.639586,0.644866,1.289865,0.116635,-39.550436
1000065,58226.59723,2018,4,18,14,20,0.634,0.36504,220.326069,-12.353258,151.391267,51.87699,150.466191,49.771512,2.359227,27.585935,25.094623,-18.31208,22.720203,102.009611,95.541406,98.309771,2.971709,14.08316,3.629871,1.432096,0.738408,0.374624,28.252597,3.330119,298.420603,1.713792,33.712121,221.767177,3.161119,28.252597,0.189188,0.219719,0.153413,0.159299,0.090538,0.020783,0.002682,0.003775,0.245886,0.888997,0.037311,0.090538,0.189188,0.219719,1.312988,0.058378,-47.712775
1000066,58226.59861,2018,4,18,14,21,59.75248,0.38064,204.587881,-25.732355,173.354703,60.893126,172.246889,57.067301,3.887242,23.659697,20.837843,-36.716204,13.435477,87.611759,82.982488,180.244262,2.208956,345.404557,2.732257,1.624835,0.646425,0.574502,208.253946,10.423357,95.150569,2.071162,34.774769,212.23717,-14.434054,28.253946,1.530507,1.001683,1.486453,0.651579,0.408662,0.152944,0.025323,0.022827,0.885894,6.576988,0.293812,0.408662,1.530507,1.001683,1.433631,-0.269883,-50.218107
1000067,58226.60008,2018,4,18,14,24,6.7708,0.22776,263.962587,-10.39906,113.209055,76.450731,113.063241,75.791434,0.741689,61.636838,60.278519,-23.361107,16.460482,109.456201,106.237231,155.323273,3.67321,263.414956,5.149659,5.974889,0.946974,0.316823,28.255382,144.486809,294.035185,14.604772,40.037342,263.907543,12.910272,28.255382,0.587059,0.603888,0.520272,0.295442,1.224105,9.926801,0.036838,0.032957,2.131124,10.526829,53.117407,1.224105,0.587059,0.603888,0.590181,0.227401,-38.770197
1000068,58226.60037,2018,4,18,14,24,31.61224,0.28704,232.542285,-21.467146,145.138871,64.802511,144.65118,63.617238,1.322861,41.596315,39.878794,-31.101383,15.678044,98.887341,93.67451,157.734327,2.991211,312.292214,3.327331,2.207045,0.964862,0.077552,208.255664,8.34783,151.539011,3.278815,36.768652,235.494605,-2.404337,28.255664,0.632171,0.571087,0.504012,0.34724,0.501339,0.275581,0.004266,0.008029,2.114257,2.915702,0.618869,0.501339,0.632171,0.571087,1.085365,-0.043615,-33.228843
1000069,58226.60037,2018,4,18,14,24,31.99288,0.20904,257.895136,-20.942585,125.290691,79.09679,125.074323,78.343633,0.815462,60.172612,58.824215,-31.694113,13.946346,104.652792,102.167432,132.520722,3.111156,298.823175,3.797246,6.467736,0.977535,0.145299,28.255668,172.46779,316.908053,16.44858,40.177036,258.698586,2.020733,28.255668,0.678234,0.644284,0.482711,0.367236,1.959842,77.331109,0.024659,0.033866,2.573247,13.661862,346.219014,1.959842,0.678234,0.644284,0.691142,0.035797,-33.854798
1000070,58226.60076,2018,4,18,14,25,5.54848,0.11544,216.714006,1.94829,149.378063,36.837561,148.049922,35.204801,2.012236,24.905829,22.158979,-37.328283,9.427466,91.791937,89.311966,177.203269,2.155922,200.161432,1.367625,1.681935,0.675135,0.546402,28.256047,12.176862,277.530743,2.181291,35.037698,213.717293,15.594778,28.256047,2.214343,2.996157,1.897492,2.457411,0.815029,0.331613,0.044545,0.045649,2.374429,13.162204,0.657447,0.815029,2.214343,2.996157,1.404243,0.290606,-49.390174
1000071,58226.60098,2018,4,18,14,25,24.41824,0.19032,231.437777,-13.024069,141.409857,56.908814,140.721641,55.060411,2.110347,30.703996,28.409745,-30.76238,17.093907,96.452477,93.369369,168.490233,2.128714,271.103308,1.349791,1.132107,0.81325,0.211421,28.256261,8.602975,319.480837,1.204568,31.207776,232.398891,5.522493,28.256261,0.976975,1.131144,0.593756,0.872015,0.675226,0.076563,0.015752,0.018568,1.89953,3.957065,0.122544,0.675226,0.976975,1.131144,1.133922,0.100478,-43.835603
1000072,58226.60137,2018,4,18,14,25,58.10176,0.156,272.955958,-5.247759,103.731877,79.890948,103.63656,79.007575,0.957437,56.045787,54.557882,17.279807,28.139797,97.200052,96.281975,236.640853,13.837502,243.650187,15.797218,1.257641,0.680884,0.401334,28.256643,135.474102,298.81653,1.410376,32.425214,273.097962,18.157375,28.256643,3.341005,3.61373,3.221804,1.720018,0.116864,0.114565,0.083394,0.075869,6.820599,16.895472,0.194303,0.116864,3.341005,3.61373,0.425919,0.317482,-50.824368
1000073,58226.60176,2018,4,18,14,26,32.04424,0.29952,279.905781,30.78338,68.144453,65.960725,68.408451,64.185824,2.03774,34.133636,31.935381,-29.20457,16.069751,102.964423,98.515411,86.299799,1.559905,240.896753,3.823741,0.930927,0.160835,0.781202,28.257026,66.326842,307.047114,0.898201,28.393656,284.464758,53.724064,28.257026,1.173922,1.140232,1.03932,0.531241,0.626986,0.04904,0.033418,0.069205,1.689569,34.105638,0.071108,0.626986,1.173922,1.140232,0.162449,0.904945,-101.373301
1000074,58226.60238,2018,4,18,14,27,25.69888,0.22464,254.801513,-4.997818,115.786201,65.437743,115.499478,64.001562,1.672839,37.400956,35.385857,-34.881166,13.042294,99.202533,95.768251,114.032529,2.352232,297.239574,2.058841,0.815506,0.892847,0.087384,28.257634,63.051781,339.312721,0.736446,25.934798,254.097657,17.604078,28.257634,1.189213,1.144147,0.493143,1.025691,1.436729,0.059884,0.015665,0.010912,7.101998,5.033734,0.081458,1.436729,1.189213,1.144147,0.742763,0.311729,-41.548584
1000075,58226.60286,2018,4,18,14,28,6.74872,0.156,230.077874,-0.42646,134.603671,45.288619,134.033188,44.580605,1.000051,38.913369,37.092176,-40.555173,6.495121,100.570273,96.297037,198.512213,0.901306,292.053458,2.27552,3.82145,0.931603,0.261377,28.258098,31.825032,302.256642,7.470374,38.988669,227.753996,17.349256,28.258098,1.958549,2.21678,1.31865,1.923677,1.331029,5.279707,0.040696,0.036778,3.422729,11.297232,21.315274,1.331029,1.958549,2.21678,1.172283,0.316228,-38.315655
1000076,58226.6046,2018,4,18,14,30,37.48216,0.43056,215.293088,-8.977099,159.233755,46.065477,158.08638,43.955307,2.333773,26.011924,23.408459,-25.946536,22.773894,89.306441,81.704186,130.374828,2.801541,7.317078,2.921498,1.648226,0.71307,0.472925,28.259804,4.234733,285.719668,2.116046,34.884838,215.996169,4.807966,28.259804,0.169472,0.530268,0.005312,0.483489,0.208662,0.052089,0.007789,0.00716,0.418731,1.559993,0.100364,0.208662,0.169472,0.530268,1.405461,0.089598,-48.509191
1000077,58226.60479,2018,4,18,14,30,54.23344,0.3276,288.058898,75.595177,17.485524,55.819758,18.609889,52.386276,3.599927,23.425233,20.516113,-30.268721,16.618986,100.341338,95.761743,44.463842,1.871539,173.863276,2.044764,2.819793,0.647834,0.993035,28.259994,32.270887,166.37345,4.735064,37.926755,65.373146,79.335091,28.259994,5.251478,1.287671,1.379731,0.903117,0.488792,0.539001,0.063979,0.002938,1.08127,3.78676,1.380737,0.488792,5.251478,1.287671,-0.449914,1.335589,10.737485
1000078,58226.60512,2018,4,18,14,31,22.6036,0.34944,290.559469,55.099258,40.355061,62.080747,41.397237,56.212421,6.284163,19.246847,15.457862,-36.143937,12.248537,95.039011,91.356276,47.436457,2.198633,209.583482,1.172875,1.031909,0.072992,0.956587,28.260315,29.938099,107.682775,1.048243,29.975984,320.554282,74.918367,28.260315,5.563668,3.012549,2.537608,1.611402,0.810784,0.081727,0.036995,0.0547,2.18179,92.342981,0.125126,0.810784,5.563668,3.012549,-0.125548,1.218697,68.582983
1000079,58226.60524,2018,4,18,14,31,32.41288,0.12168,234.621644,-8.001891,136.413746,53.593581,135.861723,52.487468,1.363104,36.70363,34.760629,-30.33389,11.78762,103.712042,100.99765,190.062111,2.879125,231.446269,2.409371,1.515239,0.895637,0.158135,28.260425,24.581464,321.555382,1.865183,34.207657,234.241444,11.152238,28.260425,1.941462,2.071909,1.446142,1.540786,1.375578,0.360447,0.024583,0.029367,5.102434,7.647957,0.684333,1.375578,1.941462,2.071909,1.09104,0.202149,-38.488955
1000080,58226.60546,2018,4,18,14,31,51.45736,0.17784,244.649362,21.597854,97.057007,40.627412,96.953283,40.252852,0.781275,41.475122,39.704256,-32.05512,11.166165,102.756314,97.000449,36.024042,1.226556,304.352847,2.464144,5.10573,0.887439,0.574705,28.26064,60.196823,264.812394,11.536836,39.723388,237.485212,42.215757,28.26064,4.07266,3.547714,3.635046,2.869241,1.83995,10.616292,0.151059,0.076855,5.767405,27.150821,4.750045,1.83995,4.07266,3.547714,0.831139,0.742456,-41.438408
1000081,58226.60565,2018,4,18,14,32,7.88104,0.22776,283.664434,14.715483,81.653658,75.979801,81.720624,74.908527,1.188597,48.670203,47.006958,-19.877535,19.986347,100.235647,97.468902,39.398558,4.029971,302.131128,4.309156,1.04716,0.234501,0.8016,28.260827,103.723628,273.547869,1.071568,30.182127,286.706862,37.363301,28.260827,1.076474,1.227223,1.164957,0.424744,1.325383,0.123236,0.041062,0.090391,2.85675,51.82199,0.190699,1.325383,1.076474,1.227223,0.172919,0.641378,-72.499641
1000082,58226.60615,2018,4,18,14,32,51.24592,0.30888,265.505037,-12.174941,115.028247,77.106527,114.671262,73.379614,3.94107,27.323641,24.595497,-20.497325,20.455386,95.693238,93.301955,117.079039,1.77832,293.251992,3.086958,0.592601,0.890805,0.064709,28.261318,27.853465,350.331986,0.456187,16.350505,265.520987,11.192118,28.261318,0.427587,0.39849,0.17302,0.258402,0.407891,0.002423,0.006067,0.003808,1.076612,0.683897,0.002798,0.407891,0.427587,0.39849,0.565658,0.197035,-50.570845
1000083,58226.60799,2018,4,18,14,35,30.40336,0.28704,232.066359,-23.96345,149.345031,65.554558,148.614686,62.976152,2.756884,29.26123,26.875812,-36.143937,12.130282,90.337253,86.528287,115.48754,2.449428,357.26427,2.909621,0.971907,0.79996,0.19442,208.263118,7.604018,144.529273,0.958158,29.085913,235.677669,-4.932349,28.263118,0.82126,1.10652,0.330963,0.854283,0.867227,0.049969,0.019391,0.01745,1.613522,2.895671,0.074044,0.867227,0.82126,1.10652,1.080041,-0.089413,-45.28441
1000084,58226.60867,2018,4,18,14,36,28.96576,0.38688,226.160025,-16.204571,151.465364,56.06281,150.730702,54.434307,1.820878,32.632158,30.52329,-26.848697,13.870492,105.789797,98.600031,126.20933,2.619578,349.470346,3.635119,1.492754,0.846664,0.228893,28.263781,1.771606,313.151393,1.823821,34.079693,228.298154,1.113816,28.263781,0.499333,0.444085,0.467497,0.271853,0.214723,0.060419,0.004066,0.007906,0.804427,2.014458,0.11083,0.214723,0.499333,0.444085,1.206404,0.020356,-41.66951
1000085,58226.60909,2018,4,18,14,37,5.70688,0.3588,188.229284,-26.951289,193.696884,63.151762,192.440815,57.468461,5.546221,20.303529,17.074587,-24.62055,21.745387,85.028524,81.112066,238.613093,2.73403,329.965236,3.058012,2.005909,0.617198,0.767866,208.264197,10.923897,67.45285,2.840971,36.221592,198.625293,-21.413322,28.264197,0.842026,0.914912,0.648793,0.554187,0.305057,0.133346,0.024983,0.009084,0.421659,2.141255,0.283932,0.305057,0.842026,0.914912,1.593942,-0.408364,-43.835943
1000086,58226.61051,2018,4,18,14,39,8.09512,0.22464,235.688471,-6.001186,135.832342,51.474897,135.333319,50.687385,1.027688,41.206742,39.464255,-30.48177,14.815306,100.331666,94.488365,115.264511,3.128957,359.932202,1.624029,2.39799,0.941199,0.141003,28.265581,36.141024,320.611456,3.713394,37.197063,234.819161,13.34432,28.265581,0.483898,0.563557,0.270333,0.501598,0.45042,0.300029,0.005775,0.008377,1.378034,2.547604,0.702224,0.45042,0.483898,0.563557,1.074631,0.241512,-35.592455
1000087,58226.61094,2018,4,18,14,39,45.18568,0.3432,201.788269,-30.35047,180.777994,65.20903,179.798931,61.667833,3.53588,25.699383,23.171461,-24.685211,17.038263,88.470305,84.386982,228.826376,3.565221,313.902999,3.929899,2.024184,0.71452,0.577864,208.266001,15.374751,91.069338,2.879884,36.27611,211.697933,-19.645644,28.266001,0.801599,0.603695,0.739481,0.452867,0.375976,0.176966,0.022473,0.01288,0.60561,3.391009,0.379151,0.375976,0.801599,0.603695,1.410662,-0.366394,-47.118347
1000088,58226.61096,2018,4,18,14,39,46.93288,0.34008,233.961465,-8.798517,139.776188,52.759318,138.985466,50.691267,2.401115,27.667967,25.126748,-32.218487,13.071921,96.504539,90.415868,182.224092,2.303839,288.123763,3.278346,0.982551,0.745557,0.250003,28.266021,13.220775,319.320759,0.97394,29.253722,233.787149,10.223874,28.266021,0.333949,0.354797,0.265537,0.24192,0.140452,0.013172,0.00423,0.005198,0.532468,1.12943,0.019587,0.140452,0.333949,0.354797,1.10125,0.185463,-48.410945
1000089,58226.61188,2018,4,18,14,41,6.652,0.22464,282.928325,35.43549,63.802142,63.405612,64.158794,61.312724,2.403432,30.785562,28.383978,-36.819367,9.184722,93.242437,89.881909,93.385021,3.031789,190.691489,1.911817,0.92382,0.104181,0.827576,28.266923,58.515121,329.736621,0.887935,28.265329,290.104995,57.973548,28.266923,4.387153,3.831266,3.408692,2.036541,1.965488,0.155922,0.120821,0.201676,5.3505,15.506821,0.22905,1.965488,4.387153,3.831266,0.089084,0.969671,-129.090655
1000090,58226.61202,2018,4,18,14,41,18.07432,0.31512,292.302576,30.056524,64.921493,72.852721,65.212546,70.674085,2.375483,33.693957,31.459914,-32.700257,14.628408,96.774815,93.2008,43.881977,3.034101,265.072532,3.368476,0.836708,0.209044,0.661799,28.267053,67.966938,13.624094,0.765352,26.45576,301.523896,51.08109,28.267053,1.317442,1.274725,1.129284,0.518465,0.858619,0.044617,0.059186,0.085071,2.368583,16.247179,0.061351,0.858619,1.317442,1.274725,-0.036451,0.86235,124.038657
1000091,58226.61322,2018,4,18,14,43,2.31352,0.38688,289.682935,56.832245,39.322025,59.48667,40.114541,56.533944,3.255371,25.582714,22.812196,-31.152046,18.867903,87.821879,82.452327,30.397093,2.941083,232.066737,2.551193,1.387796,0.287154,0.989285,28.268232,41.779872,159.009984,1.634889,33.420121,322.834836,76.63034,28.268232,1.292879,0.725103,0.677018,0.433901,0.287294,0.062708,0.030571,0.003214,0.708144,5.010163,0.110934,0.287294,1.292879,0.725103,-0.12438,1.24258,18.655946
1000092,58226.61357,2018,4,18,14,43,32.62744,0.27144,238.121231,-23.815346,145.738812,67.201886,145.148164,65.286607,2.071134,34.125796,32.05726,-35.622494,10.878139,102.236253,98.493051,166.88715,1.53656,315.299009,3.459266,0.978514,0.904214,0.093728,208.268575,9.094276,155.417568,0.967944,29.190558,241.048391,-3.525263,28.268575,0.896093,0.821132,0.665606,0.483036,0.622194,0.048055,0.011334,0.011137,2.219576,2.972041,0.071419,0.622194,0.896093,0.821132,0.991278,-0.063521,-39.159867
